OrderID,OrderDate,Region,Category,Subcategory,ProductID,Quantity,UnitPrice,TotalPrice,Discount,DiscountedPrice,Profit,PaymentMethod,ShippingMethod,CustomerSegment
ORD00195,2023-12-16,Central,Toys,Board Game,PROD7439,9,141.66,1274.94,0.26,943.46,69.56,PayPal,Overnight,Retail
ORD00196,2023-06-02,South,Electronics,Smartphone,PROD5055,8,676.76,5414.08,0.16,4547.83,711.22,Cash,Express,Retail
ORD00197,2023-02-27,North,Home & Kitchen,Blender,PROD4943,1,811.38,811.38,0.13,705.9,143.45,PayPal,Standard,Retail
ORD00198,2023-08-17,North,Books,Fiction,PROD7590,10,675.3,6753.0,0.26,4997.22,494.46,Cash,Standard,Wholesale
ORD00199,2023-03-13,Central,Apparel,T-shirt,PROD6224,9,993.55,8941.95,0.07,8316.01,1939.95,Bank Transfer,Standard,Corporate
ORD00200,2023-09-24,Central,Apparel,Jacket,PROD3869,4,419.42,1677.68,0.08,1543.47,249.03,Cash,Overnight,Corporate
ORD00201,2023-11-26,South,Electronics,Laptop,PROD5913,7,787.95,5515.65,0.1,4964.09,661.54,Cash,Standard,Wholesale
ORD00202,2023-04-26,North,Toys,Board Game,PROD7761,5,858.97,4294.85,0.04,4123.06,587.97,Cash,Overnight,Wholesale
ORD00203,2023-05-05,East,Apparel,Jeans,PROD2514,5,211.3,1056.5,0.19,855.77,200.63,PayPal,Standard,Corporate
ORD00204,2023-11-06,Central,Toys,Puzzle,PROD4555,10,49.15,491.5,0.02,481.67,101.6,Cash,Standard,Corporate
ORD00205,2023-04-19,West,Home & Kitchen,Blender,PROD4974,4,962.46,3849.84,0.04,3695.85,923.65,PayPal,Express,Retail
ORD00206,2023-05-25,East,Books,Non-Fiction,PROD9401,7,471.59,3301.13,0.19,2673.92,298.64,Cash,Express,Retail
ORD00207,2023-04-15,South,Toys,Doll,PROD1265,6,319.79,1918.74,0.01,1899.55,423.25,Bank Transfer,Overnight,Wholesale
ORD00208,2023-08-02,South,Books,Children,PROD9180,5,160.89,804.45,0.1,724.01,91.2,Bank Transfer,Express,Corporate
ORD00209,2023-03-28,Central,Toys,Doll,PROD1962,6,177.57,1065.42,0.22,831.03,122.71,Credit Card,Standard,Wholesale
ORD00210,2023-07-31,North,Electronics,Smartphone,PROD4583,3,844.12,2532.36,0.07,2355.09,450.84,Cash,Express,Retail
ORD00211,2023-12-08,Central,Books,Children,PROD7739,10,913.62,9136.2,0.2,7308.96,388.44,Credit Card,Standard,Wholesale
ORD00212,2023-05-27,South,Home & Kitchen,Vacuum Cleaner,PROD2753,1,507.19,507.19,0.21,400.68,54.54,Credit Card,Overnight,Retail
ORD00213,2023-11-14,North,Apparel,T-shirt,PROD7112,9,259.89,2339.01,0.11,2081.72,435.05,Cash,Express,Wholesale
ORD00214,2023-04-26,North,Apparel,Jacket,PROD2531,5,687.2,3436.0,0.25,2577.0,465.79,Cash,Express,Corporate
ORD00215,2023-01-29,East,Books,Non-Fiction,PROD2562,1,705.82,705.82,0.02,691.7,151.53,Credit Card,Standard,Retail
ORD00216,2023-05-19,Central,Books,Non-Fiction,PROD1539,1,924.92,924.92,0.21,730.69,77.51,PayPal,Express,Retail
ORD00217,2023-03-15,Central,Apparel,Jacket,PROD7375,7,929.59,6507.13,0.09,5921.49,963.97,Bank Transfer,Express,Wholesale
ORD00218,2023-02-10,South,Apparel,Jacket,PROD2245,9,748.0,6732.0,0.1,6058.8,421.31,Bank Transfer,Overnight,Wholesale
ORD00219,2023-06-17,South,Books,Non-Fiction,PROD6829,1,637.78,637.78,0.24,484.71,67.91,Cash,Express,Retail
ORD00220,2023-07-14,North,Books,Children,PROD2344,2,774.45,1548.9,0.09,1409.5,139.95,Bank Transfer,Standard,Corporate
ORD00221,2023-07-19,West,Apparel,Jacket,PROD6896,6,367.09,2202.54,0.03,2136.46,509.74,Bank Transfer,Standard,Retail
ORD00222,2023-08-09,North,Electronics,Smartphone,PROD6798,8,561.42,4491.36,0.15,3817.66,269.75,Credit Card,Overnight,Wholesale
ORD00223,2023-01-07,Central,Home & Kitchen,Cookware,PROD4977,5,419.67,2098.35,0.23,1615.73,315.02,PayPal,Overnight,Corporate
ORD00224,2023-05-18,East,Apparel,T-shirt,PROD7899,5,275.72,1378.6,0.04,1323.46,110.43,Bank Transfer,Express,Retail
ORD00225,2023-05-07,East,Home & Kitchen,Cookware,PROD1110,8,597.87,4782.96,0.06,4495.98,320.99,Cash,Express,Wholesale
ORD00226,2023-08-14,Central,Toys,Doll,PROD3230,6,436.31,2617.86,0.25,1963.39,353.82,Bank Transfer,Express,Wholesale
ORD00227,2023-06-10,West,Apparel,Jeans,PROD4971,3,964.93,2894.79,0.29,2055.3,222.57,Bank Transfer,Express,Corporate
ORD00228,2023-02-28,Central,Toys,Doll,PROD1440,10,207.8,2078.0,0.3,1454.6,125.07,Cash,Overnight,Retail
ORD00229,2023-12-21,West,Toys,Doll,PROD3280,2,820.78,1641.56,0.24,1247.59,164.47,Bank Transfer,Standard,Corporate
ORD00230,2023-08-05,West,Apparel,Jacket,PROD9755,7,83.23,582.61,0.3,407.83,59.48,Cash,Overnight,Retail
ORD00231,2023-10-02,East,Home & Kitchen,Vacuum Cleaner,PROD3725,10,641.8,6418.0,0.03,6225.46,1268.69,Credit Card,Overnight,Wholesale
ORD00232,2023-08-09,Central,Toys,Doll,PROD4621,2,20.44,40.88,0.08,37.61,5.72,Cash,Express,Corporate
ORD00233,2023-10-29,East,Toys,Puzzle,PROD7815,9,159.24,1433.16,0.3,1003.21,147.02,Credit Card,Standard,Wholesale
ORD00234,2023-06-09,West,Apparel,Jeans,PROD2599,6,460.78,2764.68,0.06,2598.8,380.95,Cash,Overnight,Wholesale
ORD00235,2023-02-04,East,Toys,Doll,PROD2791,5,54.24,271.2,0.21,214.25,11.68,PayPal,Overnight,Retail
ORD00236,2023-10-10,West,Books,Fiction,PROD4022,3,337.68,1013.04,0.13,881.34,125.51,PayPal,Overnight,Wholesale
ORD00237,2023-01-15,North,Toys,Doll,PROD4519,10,884.27,8842.7,0.13,7693.15,1045.58,PayPal,Express,Wholesale
ORD00238,2023-02-22,East,Electronics,Tablet,PROD9019,9,195.09,1755.81,0.1,1580.23,223.62,Bank Transfer,Overnight,Corporate
ORD00239,2023-10-28,East,Books,Non-Fiction,PROD2388,2,354.45,708.9,0.25,531.67,92.23,PayPal,Express,Retail
ORD00240,2023-03-01,Central,Apparel,Jeans,PROD3258,3,379.57,1138.71,0.04,1093.16,139.59,Cash,Express,Retail
ORD00241,2023-10-03,East,Toys,Puzzle,PROD8389,3,559.36,1678.08,0.15,1426.37,111.34,Credit Card,Express,Retail
ORD00242,2023-04-10,West,Toys,Board Game,PROD7809,7,964.19,6749.33,0.15,5736.93,854.77,Cash,Express,Retail
ORD00243,2023-01-16,South,Electronics,Tablet,PROD8492,4,299.17,1196.68,0.08,1100.95,173.42,Cash,Overnight,Wholesale
ORD00244,2023-02-28,North,Electronics,Tablet,PROD8231,5,777.36,3886.8,0.25,2915.1,359.64,PayPal,Express,Retail
ORD00245,2023-01-17,North,Apparel,Jeans,PROD4882,8,270.19,2161.52,0.26,1599.52,107.8,PayPal,Overnight,Wholesale
ORD00246,2023-11-09,South,Home & Kitchen,Vacuum Cleaner,PROD1972,7,174.32,1220.24,0.04,1171.43,106.98,Bank Transfer,Overnight,Corporate
ORD00247,2023-03-28,Central,Books,Children,PROD2560,6,979.21,5875.26,0.09,5346.49,879.75,PayPal,Express,Retail
ORD00248,2023-03-06,West,Home & Kitchen,Vacuum Cleaner,PROD9019,3,257.18,771.54,0.21,609.52,131.47,PayPal,Overnight,Wholesale
ORD00249,2023-08-01,North,Home & Kitchen,Vacuum Cleaner,PROD7600,7,457.47,3202.29,0.19,2593.85,586.27,Bank Transfer,Overnight,Corporate
ORD00250,2023-06-17,West,Toys,Doll,PROD6869,10,12.45,124.5,0.23,95.87,18.84,Credit Card,Overnight,Corporate
ORD00251,2023-04-19,Central,Apparel,Jeans,PROD3139,8,275.85,2206.8,0.25,1655.1,194.56,Cash,Express,Wholesale
ORD00252,2023-02-20,West,Electronics,Smartphone,PROD1011,8,26.12,208.96,0.28,150.45,12.28,Cash,Standard,Wholesale
ORD00253,2023-06-04,East,Apparel,Jacket,PROD5102,3,875.68,2627.04,0.26,1944.01,133.49,Credit Card,Express,Wholesale
ORD00254,2023-07-22,North,Apparel,T-shirt,PROD2559,5,728.73,3643.65,0.23,2805.61,381.13,Credit Card,Standard,Corporate
ORD00255,2023-10-31,East,Electronics,Smartphone,PROD2975,4,524.25,2097.0,0.13,1824.39,94.16,Cash,Overnight,Retail
ORD00256,2023-04-28,East,Toys,Board Game,PROD5902,7,98.44,689.08,0.24,523.7,36.99,PayPal,Express,Retail
ORD00257,2023-09-29,South,Apparel,T-shirt,PROD3480,10,18.39,183.9,0.2,147.12,20.31,Cash,Overnight,Wholesale
ORD00258,2023-02-14,East,Toys,Board Game,PROD8035,2,148.61,297.22,0.04,285.33,55.93,Bank Transfer,Standard,Retail
ORD00259,2023-02-13,North,Home & Kitchen,Vacuum Cleaner,PROD5942,4,557.86,2231.44,0.18,1829.78,313.84,PayPal,Overnight,Wholesale
ORD00260,2023-07-20,South,Books,Fiction,PROD9108,5,649.71,3248.55,0.24,2468.9,515.4,Cash,Standard,Retail
ORD00261,2023-11-01,East,Toys,Puzzle,PROD3162,2,533.0,1066.0,0.29,756.86,187.23,Cash,Overnight,Corporate
ORD00262,2023-12-16,North,Home & Kitchen,Vacuum Cleaner,PROD2106,3,765.1,2295.3,0.29,1629.66,332.57,Credit Card,Express,Retail
ORD00263,2023-07-23,West,Electronics,Smartphone,PROD7590,9,293.62,2642.58,0.21,2087.64,424.67,Credit Card,Overnight,Wholesale
ORD00264,2023-03-20,South,Books,Children,PROD9788,5,92.76,463.8,0.02,454.52,106.44,Bank Transfer,Express,Wholesale
ORD00265,2023-12-24,North,Electronics,Laptop,PROD8118,7,732.66,5128.62,0.25,3846.47,236.87,Credit Card,Express,Wholesale
ORD00266,2023-06-08,South,Books,Fiction,PROD9133,3,128.25,384.75,0.21,303.95,57.84,Bank Transfer,Overnight,Wholesale
ORD00267,2023-07-10,North,Home & Kitchen,Blender,PROD1480,3,752.28,2256.84,0.26,1670.06,328.31,Bank Transfer,Express,Corporate
ORD00268,2023-05-15,North,Books,Fiction,PROD9185,10,631.26,6312.6,0.15,5365.71,816.43,PayPal,Express,Retail
ORD00269,2023-10-21,North,Home & Kitchen,Blender,PROD5006,2,236.12,472.24,0.15,401.4,23.61,Credit Card,Express,Corporate
ORD00270,2023-04-02,West,Toys,Board Game,PROD4678,1,557.34,557.34,0.27,406.86,80.61,Bank Transfer,Standard,Corporate
ORD00271,2023-02-09,South,Home & Kitchen,Cookware,PROD4656,10,379.08,3790.8,0.15,3222.18,742.35,Credit Card,Express,Retail
ORD00272,2023-06-09,East,Toys,Doll,PROD5979,6,95.52,573.12,0.14,492.88,61.01,PayPal,Express,Corporate
ORD00273,2023-04-11,West,Books,Non-Fiction,PROD1391,9,762.88,6865.92,0.07,6385.31,327.41,PayPal,Overnight,Corporate
ORD00274,2023-01-01,Central,Electronics,Laptop,PROD4902,7,850.52,5953.64,0.22,4643.84,328.74,Cash,Express,Retail
ORD00275,2023-05-24,West,Apparel,Jacket,PROD7102,2,53.46,106.92,0.07,99.44,21.79,Cash,Overnight,Retail
ORD00276,2023-09-16,North,Books,Fiction,PROD8126,3,640.84,1922.52,0.12,1691.82,284.87,PayPal,Standard,Corporate
ORD00277,2023-07-21,South,Home & Kitchen,Cookware,PROD3230,6,324.88,1949.28,0.08,1793.34,116.45,Credit Card,Standard,Retail
ORD00278,2023-08-27,South,Apparel,Jeans,PROD8404,6,412.45,2474.7,0.16,2078.75,504.98,Bank Transfer,Express,Corporate
ORD00279,2023-03-22,East,Electronics,Smartphone,PROD3430,5,828.12,4140.6,0.21,3271.07,189.94,Credit Card,Overnight,Retail
ORD00280,2023-09-20,North,Home & Kitchen,Cookware,PROD7625,1,680.41,680.41,0.08,625.98,155.33,Cash,Overnight,Wholesale
ORD00281,2023-02-18,North,Books,Fiction,PROD4641,8,110.89,887.12,0.24,674.21,50.09,PayPal,Standard,Corporate
ORD00282,2023-11-19,North,Home & Kitchen,Vacuum Cleaner,PROD2056,2,586.5,1173.0,0.08,1079.16,229.37,PayPal,Overnight,Corporate
ORD00283,2023-06-19,Central,Apparel,T-shirt,PROD8096,2,52.27,104.54,0.14,89.9,7.52,Cash,Express,Retail
ORD00284,2023-08-07,West,Toys,Puzzle,PROD3435,3,360.4,1081.2,0.27,789.28,82.87,Credit Card,Overnight,Wholesale
ORD00285,2023-11-28,North,Books,Fiction,PROD5583,5,503.9,2519.5,0.26,1864.43,271.85,Cash,Standard,Corporate
ORD00286,2023-09-27,West,Apparel,Jacket,PROD6883,4,634.45,2537.8,0.24,1928.73,403.05,Cash,Overnight,Corporate
ORD00287,2023-09-15,South,Home & Kitchen,Vacuum Cleaner,PROD1480,6,394.5,2367.0,0.05,2248.65,255.84,Bank Transfer,Standard,Corporate
ORD00288,2023-10-27,East,Books,Non-Fiction,PROD9743,4,974.24,3896.96,0.03,3780.05,685.6,Credit Card,Standard,Wholesale
ORD00289,2023-03-30,East,Toys,Doll,PROD1462,3,244.19,732.57,0.1,659.31,130.29,Bank Transfer,Overnight,Wholesale
ORD00290,2023-04-07,North,Apparel,Jacket,PROD4811,8,546.7,4373.6,0.05,4154.92,239.29,PayPal,Standard,Wholesale
ORD00291,2023-06-19,East,Toys,Board Game,PROD1975,10,209.45,2094.5,0.04,2010.72,388.85,Credit Card,Standard,Wholesale
ORD00292,2023-09-27,West,Apparel,T-shirt,PROD2655,6,960.95,5765.7,0.11,5131.47,1223.26,Bank Transfer,Express,Corporate
ORD00293,2023-08-12,Central,Apparel,T-shirt,PROD6846,8,652.69,5221.52,0.05,4960.44,1209.1,PayPal,Overnight,Wholesale
ORD00294,2023-06-07,Central,Apparel,Jeans,PROD7415,5,136.07,680.35,0.22,530.67,127.23,Credit Card,Standard,Wholesale
ORD00295,2023-04-24,North,Home & Kitchen,Vacuum Cleaner,PROD4899,10,113.07,1130.7,0.15,961.1,111.71,Bank Transfer,Express,Retail
ORD00296,2023-12-10,North,Electronics,Tablet,PROD6742,6,452.16,2712.96,0.08,2495.92,249.36,Bank Transfer,Standard,Wholesale
ORD00297,2023-07-17,West,Electronics,Smartphone,PROD7204,8,735.26,5882.08,0.29,4176.28,947.64,Bank Transfer,Overnight,Corporate
ORD00298,2023-10-23,East,Electronics,Laptop,PROD1328,4,171.03,684.12,0.02,670.44,146.93,Bank Transfer,Express,Retail
ORD00299,2023-03-29,North,Electronics,Laptop,PROD6536,7,169.3,1185.1,0.02,1161.4,276.84,Cash,Overnight,Retail
ORD00300,2023-03-26,South,Toys,Puzzle,PROD4112,10,890.86,8908.6,0.05,8463.17,594.55,Cash,Overnight,Wholesale
ORD00301,2023-12-05,Central,Books,Non-Fiction,PROD9043,5,304.43,1522.15,0.03,1476.49,189.85,PayPal,Standard,Corporate
ORD00302,2023-02-14,North,Electronics,Laptop,PROD1421,5,825.66,4128.3,0.19,3343.92,488.43,PayPal,Standard,Wholesale
ORD00303,2023-08-31,East,Home & Kitchen,Blender,PROD2493,2,315.27,630.54,0.12,554.88,82.02,Cash,Standard,Corporate
ORD00304,2023-04-06,East,Toys,Doll,PROD2009,8,54.17,433.36,0.13,377.02,38.71,PayPal,Overnight,Wholesale
ORD00305,2023-12-09,South,Electronics,Smartphone,PROD1999,6,810.1,4860.6,0.12,4277.33,860.99,Cash,Overnight,Corporate
ORD00306,2023-09-01,North,Books,Children,PROD9226,10,882.84,8828.4,0.14,7592.42,499.51,PayPal,Standard,Corporate
ORD00307,2023-04-19,West,Apparel,T-shirt,PROD4308,4,134.92,539.68,0.13,469.52,116.28,PayPal,Overnight,Corporate
ORD00308,2023-02-04,East,Home & Kitchen,Vacuum Cleaner,PROD9514,2,394.22,788.44,0.12,693.83,79.95,Cash,Standard,Wholesale
ORD00309,2023-09-25,Central,Books,Children,PROD2641,7,121.39,849.73,0.04,815.74,133.23,Credit Card,Overnight,Retail
ORD00310,2023-06-26,West,Home & Kitchen,Vacuum Cleaner,PROD1613,7,271.5,1900.5,0.2,1520.4,249.96,PayPal,Express,Corporate
ORD00311,2023-11-08,South,Apparel,Jacket,PROD1807,7,48.39,338.73,0.27,247.27,28.76,Cash,Express,Corporate
ORD00312,2023-06-05,North,Electronics,Laptop,PROD4734,5,287.54,1437.7,0.15,1222.05,231.26,PayPal,Express,Wholesale
ORD00313,2023-05-18,West,Toys,Doll,PROD8937,7,608.93,4262.51,0.03,4134.63,572.0,Bank Transfer,Standard,Wholesale
ORD00314,2023-06-09,Central,Apparel,T-shirt,PROD1474,9,409.35,3684.15,0.23,2836.8,439.3,PayPal,Standard,Retail
ORD00315,2023-01-17,East,Electronics,Smartphone,PROD8605,8,60.05,480.4,0.11,427.56,38.4,Cash,Overnight,Retail
ORD00316,2023-07-10,Central,Electronics,Smartphone,PROD6730,8,598.1,4784.8,0.05,4545.56,1018.64,Bank Transfer,Standard,Corporate
ORD00317,2023-01-15,South,Electronics,Laptop,PROD4626,7,59.15,414.05,0.26,306.4,63.11,PayPal,Overnight,Retail
ORD00318,2023-07-29,North,Home & Kitchen,Vacuum Cleaner,PROD8767,9,29.85,268.65,0.23,206.86,42.1,PayPal,Overnight,Retail
ORD00319,2023-04-25,East,Books,Fiction,PROD7943,5,612.26,3061.3,0.28,2204.14,424.4,Cash,Express,Corporate
ORD00320,2023-08-27,North,Home & Kitchen,Blender,PROD1120,5,680.42,3402.1,0.25,2551.57,330.25,Bank Transfer,Overnight,Wholesale
ORD00321,2023-05-25,East,Books,Children,PROD6327,5,687.57,3437.85,0.14,2956.55,346.68,Bank Transfer,Express,Wholesale
ORD00322,2023-03-18,Central,Home & Kitchen,Blender,PROD7620,9,767.82,6910.38,0.27,5044.58,1064.84,Bank Transfer,Overnight,Retail
ORD00323,2023-09-12,North,Electronics,Tablet,PROD4111,5,266.83,1334.15,0.13,1160.71,148.17,Bank Transfer,Overnight,Wholesale
ORD00324,2023-10-01,South,Apparel,Jacket,PROD3967,8,907.46,7259.68,0.2,5807.74,879.66,Bank Transfer,Standard,Corporate
ORD00325,2023-05-13,East,Apparel,Jacket,PROD2463,9,765.29,6887.61,0.05,6543.23,1216.66,PayPal,Express,Retail
ORD00326,2023-06-19,West,Home & Kitchen,Cookware,PROD1879,6,267.95,1607.7,0.09,1463.01,322.22,Credit Card,Express,Retail
ORD00327,2023-12-15,South,Books,Fiction,PROD3250,7,534.54,3741.78,0.12,3292.77,738.14,PayPal,Express,Corporate
ORD00328,2023-03-15,East,Books,Non-Fiction,PROD3897,6,863.77,5182.62,0.05,4923.49,325.75,Bank Transfer,Overnight,Retail
ORD00329,2023-05-21,West,Electronics,Laptop,PROD2442,4,763.58,3054.32,0.05,2901.6,588.73,PayPal,Overnight,Corporate
ORD00330,2023-08-08,East,Toys,Doll,PROD1230,8,389.48,3115.84,0.01,3084.68,277.26,Bank Transfer,Overnight,Retail
ORD00331,2023-01-03,North,Electronics,Tablet,PROD7284,4,234.0,936.0,0.26,692.64,77.87,Bank Transfer,Standard,Retail
ORD00332,2023-05-29,South,Electronics,Laptop,PROD6615,8,730.55,5844.4,0.18,4792.41,563.43,Cash,Express,Retail
ORD00333,2023-01-10,North,Apparel,Jeans,PROD9267,4,232.08,928.32,0.3,649.82,59.94,PayPal,Standard,Corporate
ORD00334,2023-11-24,North,Electronics,Laptop,PROD2771,5,773.54,3867.7,0.19,3132.84,528.78,Credit Card,Standard,Wholesale
ORD00335,2023-08-16,South,Electronics,Laptop,PROD1152,7,132.36,926.52,0.08,852.4,162.27,Bank Transfer,Express,Wholesale
ORD00336,2023-09-24,North,Electronics,Tablet,PROD9381,5,626.57,3132.85,0.21,2474.95,331.06,Credit Card,Express,Retail
ORD00337,2023-04-12,South,Electronics,Laptop,PROD6864,10,207.75,2077.5,0.08,1911.3,295.54,Cash,Express,Retail
ORD00338,2023-09-12,North,Electronics,Tablet,PROD2458,4,691.32,2765.28,0.14,2378.14,230.44,Credit Card,Overnight,Wholesale
ORD00339,2023-02-16,South,Toys,Board Game,PROD8483,9,84.3,758.7,0.22,591.79,136.68,Bank Transfer,Express,Corporate
ORD00340,2023-03-31,West,Electronics,Smartphone,PROD2898,1,853.73,853.73,0.11,759.82,140.84,Credit Card,Standard,Retail
ORD00341,2023-11-28,East,Apparel,Jacket,PROD2522,3,335.37,1006.11,0.27,734.46,177.02,Bank Transfer,Express,Retail
ORD00342,2023-07-24,West,Electronics,Laptop,PROD3732,8,279.11,2232.88,0.12,1964.93,432.55,Credit Card,Standard,Wholesale
ORD00343,2023-02-23,West,Electronics,Smartphone,PROD3969,7,912.11,6384.77,0.14,5490.9,899.35,Cash,Express,Wholesale
ORD00344,2023-03-08,North,Electronics,Tablet,PROD2037,8,921.19,7369.52,0.03,7148.43,945.43,Bank Transfer,Overnight,Corporate
ORD00345,2023-12-14,East,Electronics,Tablet,PROD9504,9,769.85,6928.65,0.17,5750.78,937.39,Credit Card,Express,Wholesale
ORD00346,2023-06-27,Central,Apparel,Jeans,PROD1894,7,157.17,1100.19,0.25,825.14,188.47,Credit Card,Overnight,Retail
ORD00347,2023-09-11,East,Books,Non-Fiction,PROD1824,3,84.12,252.36,0.15,214.51,21.06,PayPal,Overnight,Wholesale
ORD00348,2023-05-01,West,Toys,Doll,PROD8324,2,464.5,929.0,0.24,706.04,98.58,Bank Transfer,Standard,Corporate
ORD00349,2023-07-26,Central,Electronics,Smartphone,PROD5990,7,45.47,318.29,0.16,267.36,57.53,PayPal,Overnight,Wholesale
ORD00350,2023-07-06,Central,Toys,Doll,PROD8751,1,818.42,818.42,0.25,613.81,71.44,Bank Transfer,Overnight,Corporate
ORD00351,2023-12-04,East,Electronics,Smartphone,PROD9973,4,12.17,48.68,0.11,43.33,7.66,Bank Transfer,Overnight,Retail
ORD00352,2023-09-10,East,Electronics,Smartphone,PROD4209,3,823.62,2470.86,0.22,1927.27,254.1,PayPal,Standard,Corporate
ORD00353,2023-04-08,Central,Apparel,Jeans,PROD3018,6,116.69,700.14,0.12,616.12,144.99,Cash,Express,Wholesale
ORD00354,2023-03-10,West,Books,Children,PROD8912,8,14.29,114.32,0.22,89.17,14.32,PayPal,Overnight,Wholesale
ORD00355,2023-03-07,Central,Apparel,Jacket,PROD7302,2,393.53,787.06,0.18,645.39,146.21,Cash,Overnight,Wholesale
ORD00356,2023-07-23,West,Apparel,Jeans,PROD9393,6,970.79,5824.74,0.14,5009.28,384.08,Bank Transfer,Overnight,Wholesale
ORD00357,2023-10-11,East,Home & Kitchen,Vacuum Cleaner,PROD3173,4,208.88,835.52,0.19,676.77,73.17,PayPal,Overnight,Wholesale
ORD00358,2023-03-01,West,Home & Kitchen,Vacuum Cleaner,PROD9747,6,566.66,3399.96,0.17,2821.97,673.14,Bank Transfer,Express,Retail
ORD00359,2023-01-13,South,Books,Fiction,PROD5695,7,153.87,1077.09,0.2,861.67,77.53,Bank Transfer,Standard,Retail
ORD00360,2023-10-05,Central,Home & Kitchen,Blender,PROD4675,1,365.1,365.1,0.14,313.99,54.39,Cash,Standard,Wholesale
ORD00361,2023-12-07,East,Home & Kitchen,Vacuum Cleaner,PROD1881,1,927.22,927.22,0.12,815.95,196.92,Credit Card,Overnight,Corporate
ORD00362,2023-08-15,Central,Apparel,Jacket,PROD9955,4,912.37,3649.48,0.21,2883.09,517.59,PayPal,Overnight,Retail
ORD00363,2023-04-01,West,Home & Kitchen,Cookware,PROD1665,2,195.11,390.22,0.05,370.71,56.63,Cash,Express,Wholesale
ORD00364,2023-03-24,South,Home & Kitchen,Blender,PROD1654,10,847.55,8475.5,0.0,8475.5,1214.25,PayPal,Express,Wholesale
ORD00365,2023-11-12,East,Electronics,Tablet,PROD9608,5,495.65,2478.25,0.17,2056.95,250.16,PayPal,Standard,Wholesale
ORD00366,2023-03-23,South,Electronics,Tablet,PROD6437,7,547.65,3833.55,0.12,3373.52,404.42,Bank Transfer,Express,Corporate
ORD00367,2023-09-29,North,Apparel,Jacket,PROD2879,8,996.66,7973.28,0.25,5979.96,1472.43,Bank Transfer,Express,Retail
ORD00368,2023-05-05,North,Books,Children,PROD7322,1,685.73,685.73,0.1,617.16,143.91,Bank Transfer,Overnight,Wholesale
ORD00369,2023-09-22,East,Home & Kitchen,Blender,PROD4154,6,519.17,3115.02,0.15,2647.77,390.18,Bank Transfer,Overnight,Retail
ORD00370,2023-10-03,South,Electronics,Smartphone,PROD7950,9,17.26,155.34,0.02,152.23,28.02,Credit Card,Standard,Wholesale
ORD00371,2023-02-06,North,Toys,Puzzle,PROD1889,3,33.52,100.56,0.22,78.44,4.52,PayPal,Express,Wholesale
ORD00372,2023-04-27,East,Electronics,Tablet,PROD1276,5,413.56,2067.8,0.14,1778.31,232.76,Cash,Overnight,Retail
ORD00373,2023-11-25,North,Books,Fiction,PROD6860,10,72.61,726.1,0.22,566.36,33.47,Credit Card,Express,Wholesale
ORD00374,2023-02-14,North,Home & Kitchen,Vacuum Cleaner,PROD8765,5,767.62,3838.1,0.13,3339.15,430.83,PayPal,Overnight,Retail
ORD00375,2023-07-20,East,Apparel,Jacket,PROD1182,9,302.03,2718.27,0.19,2201.8,241.34,PayPal,Standard,Retail
ORD00376,2023-11-02,East,Electronics,Tablet,PROD4469,7,541.78,3792.46,0.28,2730.57,302.92,Cash,Overnight,Wholesale
ORD00377,2023-04-05,Central,Apparel,T-shirt,PROD1891,4,620.72,2482.88,0.08,2284.25,166.58,Cash,Overnight,Wholesale
ORD00378,2023-12-10,East,Electronics,Laptop,PROD6851,2,258.18,516.36,0.06,485.38,80.63,PayPal,Overnight,Wholesale
ORD00379,2023-05-26,East,Apparel,T-shirt,PROD6008,10,79.11,791.1,0.06,743.63,109.44,PayPal,Overnight,Wholesale
ORD00380,2023-08-08,West,Home & Kitchen,Cookware,PROD5533,3,14.78,44.34,0.07,41.24,3.89,Bank Transfer,Standard,Wholesale
ORD00381,2023-08-25,South,Home & Kitchen,Cookware,PROD2343,8,365.15,2921.2,0.09,2658.29,426.22,Bank Transfer,Standard,Wholesale
ORD00382,2023-11-17,North,Apparel,Jeans,PROD7637,2,730.15,1460.3,0.27,1066.02,234.44,PayPal,Standard,Wholesale
ORD00383,2023-10-04,Central,Home & Kitchen,Vacuum Cleaner,PROD5767,8,657.37,5258.96,0.04,5048.6,648.74,PayPal,Express,Wholesale
ORD00384,2023-07-23,Central,Books,Fiction,PROD3717,6,507.15,3042.9,0.2,2434.32,534.57,PayPal,Express,Retail
ORD00385,2023-10-17,South,Apparel,Jacket,PROD8989,3,738.56,2215.68,0.15,1883.33,229.31,PayPal,Standard,Corporate
ORD00386,2023-01-22,West,Home & Kitchen,Blender,PROD1760,4,522.71,2090.84,0.24,1589.04,202.79,Credit Card,Overnight,Corporate
ORD00387,2023-09-24,South,Electronics,Tablet,PROD7171,5,836.52,4182.6,0.08,3847.99,611.33,Cash,Express,Wholesale
ORD00388,2023-05-09,East,Electronics,Tablet,PROD8976,7,972.95,6810.65,0.07,6333.9,830.81,Cash,Overnight,Retail
ORD00389,2023-08-14,South,Books,Fiction,PROD4062,3,237.69,713.07,0.15,606.11,64.35,PayPal,Express,Wholesale
ORD00390,2023-04-28,West,Electronics,Tablet,PROD8848,7,813.06,5691.42,0.22,4439.31,649.49,PayPal,Overnight,Retail
ORD00391,2023-05-05,Central,Toys,Board Game,PROD1642,1,136.61,136.61,0.18,112.02,8.62,PayPal,Standard,Retail
